lcl|msrA1-SMc02885	7a976046666ea943994afaf999423d26	217	SUPERFAMILY	SSF55068		8	214	1.03E-78	T	08-06-2017	IPR002569	Peptide methionine sulphoxide reductase MsrA	GO:0008113|GO:0055114	Reactome: R-HSA-5676934
lcl|msrA1-SMc02885	7a976046666ea943994afaf999423d26	217	PANTHER	PTHR42799		8	215	7.3E-86	T	08-06-2017
lcl|msrA1-SMc02885	7a976046666ea943994afaf999423d26	217	TIGRFAM	TIGR00401	msrA: peptide-methionine (S)-S-oxide reductase	49	204	2.5E-61	T	08-06-2017	IPR002569	Peptide methionine sulphoxide reductase MsrA	GO:0008113|GO:0055114	Reactome: R-HSA-5676934
lcl|msrA1-SMc02885	7a976046666ea943994afaf999423d26	217	PANTHER	PTHR42799:SF7		8	215	7.3E-86	T	08-06-2017
lcl|msrA1-SMc02885	7a976046666ea943994afaf999423d26	217	Pfam	PF01625	Peptide methionine sulfoxide reductase	51	204	6.4E-63	T	08-06-2017	IPR002569	Peptide methionine sulphoxide reductase MsrA	GO:0008113|GO:0055114	Reactome: R-HSA-5676934
lcl|msrA1-SMc02885	7a976046666ea943994afaf999423d26	217	Hamap	MF_01401	Peptide methionine sulfoxide reductase MsrA [msrA].	48	210	37.695	T	08-06-2017	IPR002569	Peptide methionine sulphoxide reductase MsrA	GO:0008113|GO:0055114	Reactome: R-HSA-5676934
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	TIGRFAM	TIGR01706	NAPA: periplasmic nitrate reductase, large subunit	5	833	0.0	T	08-06-2017	IPR010051	Periplasmic nitrate reductase, large subunit	GO:0008940|GO:0030151|GO:0042128|GO:0042597|GO:0051539|GO:0055114	KEGG: 00910+1.7.99.4
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	Pfam	PF01568	Molydopterin dinucleotide binding domain	720	827	6.0E-25	T	08-06-2017	IPR006657	Molybdopterin dinucleotide-binding domain	GO:0016491|GO:0030151|GO:0055114	
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	SUPERFAMILY	SSF50692		689	830	6.56E-40	T	08-06-2017	IPR009010	Aspartate decarboxylase-like domain		
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	SUPERFAMILY	SSF53706		44	711	4.95E-201	T	08-06-2017
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	Pfam	PF04879	Molybdopterin oxidoreductase Fe4S4 domain	44	96	5.0E-15	T	08-06-2017	IPR006963	Molybdopterin oxidoreductase, 4Fe-4S domain	GO:0016491|GO:0055114	Reactome: R-HSA-611105|Reactome: R-HSA-6799198
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	Pfam	PF00384	Molybdopterin oxidoreductase	100	573	5.3E-94	T	08-06-2017	IPR006656	Molybdopterin oxidoreductase	GO:0016491|GO:0055114	Reactome: R-HSA-611105|Reactome: R-HSA-6799198
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	PANTHER	PTHR11615:SF199		36	827	0.0	T	08-06-2017	IPR010051	Periplasmic nitrate reductase, large subunit	GO:0008940|GO:0030151|GO:0042128|GO:0042597|GO:0051539|GO:0055114	KEGG: 00910+1.7.99.4
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	PANTHER	PTHR11615		36	827	0.0	T	08-06-2017
lcl|napA-SMa1236	0047ee0852b32cdc52d65fb08c757778	834	Hamap	MF_01630	Nitrate reductase [napA].	3	833	30.526	T	08-06-2017	IPR010051	Periplasmic nitrate reductase, large subunit	GO:0008940|GO:0030151|GO:0042128|GO:0042597|GO:0051539|GO:0055114	KEGG: 00910+1.7.99.4
lcl|TRm5-SMc01240	1ecd9b7a5331a2fae2010eaaeaffbedd	398	PANTHER	PTHR33217		20	386	8.6E-110	T	08-06-2017
lcl|TRm5-SMc01240	1ecd9b7a5331a2fae2010eaaeaffbedd	398	PANTHER	PTHR33217:SF3		20	386	8.6E-110	T	08-06-2017
lcl|TRm5-SMc01240	1ecd9b7a5331a2fae2010eaaeaffbedd	398	Pfam	PF00872	Transposase, Mutator family	1	377	2.2E-159	T	08-06-2017	IPR001207	Transposase, mutator type	GO:0003677|GO:0004803|GO:0006313	
lcl|SMc00277	995735eb9742184ef5dfe30efbde1c19	499	PANTHER	PTHR43586:SF9		28	483	2.5E-158	T	08-06-2017
lcl|SMc00277	995735eb9742184ef5dfe30efbde1c19	499	SUPERFAMILY	SSF53383		44	465	7.29E-73	T	08-06-2017	IPR015424	Pyridoxal phosphate-dependent transferase		
lcl|SMc00277	995735eb9742184ef5dfe30efbde1c19	499	Pfam	PF00266	Aminotransferase class-V	69	414	3.9E-44	T	08-06-2017	IPR000192	Aminotransferase class V domain		
lcl|SMc00277	995735eb9742184ef5dfe30efbde1c19	499	PANTHER	PTHR43586		28	483	2.5E-158	T	08-06-2017
lcl|cpo-SMc01944	d2d03a51c07208e81dfa83c17875388e	333	Pfam	PF00561	alpha/beta hydrolase fold	80	314	1.8E-26	T	08-06-2017	IPR000073	Alpha/beta hydrolase fold-1		
lcl|cpo-SMc01944	d2d03a51c07208e81dfa83c17875388e	333	PANTHER	PTHR43433		61	332	5.4E-117	T	08-06-2017
lcl|cpo-SMc01944	d2d03a51c07208e81dfa83c17875388e	333	PANTHER	PTHR43433:SF4		61	332	5.4E-117	T	08-06-2017
lcl|cpo-SMc01944	d2d03a51c07208e81dfa83c17875388e	333	SUPERFAMILY	SSF53474		60	330	2.79E-65	T	08-06-2017	IPR029058	Alpha/Beta hydrolase fold		
