AAC73483	48eca8134a8510ca6323f54c8427d41e	70	Pfam	PF10953	Protein of unknown function (DUF2754)	1	70	1.3E-47	T	08-06-2017	IPR020490	Uncharacterised protein family YaiZ		
AAC75104	3a654fed508b318c2cd93bd23e93f124	464	SUPERFAMILY	SSF51126		44	349	1.8E-20	T	08-06-2017	IPR011050	Pectin lyase fold/virulence factor		
AAC75104	3a654fed508b318c2cd93bd23e93f124	464	TIGRFAM	TIGR04004	WcaM: colanic acid biosynthesis protein WcaM	3	461	1.1E-293	T	08-06-2017	IPR023882	Colanic acid biosynthesis WcaM		
AAC76349	42162f0c84c57dcfcf08fa7fe1e0dfd8	271	Pfam	PF11356	Type II secretion system protein C	78	152	8.3E-8	T	08-06-2017	IPR024961	Type II secretion system protein C, N-terminal		
AAC76349	42162f0c84c57dcfcf08fa7fe1e0dfd8	271	TIGRFAM	TIGR01713	typeII_sec_gspC: type II secretion system protein C	17	256	3.9E-88	T	08-06-2017	IPR001639	Type II secretion system protein C	GO:0008565|GO:0015627|GO:0015628	
AAC76349	42162f0c84c57dcfcf08fa7fe1e0dfd8	271	SUPERFAMILY	SSF50156		169	254	1.91E-8	T	08-06-2017	IPR001478	PDZ domain	GO:0005515	
AAC75461	d013800745a406ed3e2f821f4a0fb62a	254	Pfam	PF03502	Nucleoside-specific channel-forming protein, Tsx	34	254	2.3E-38	T	08-06-2017	IPR018013	Nucleoside-specific channel-forming protein, Tsx-like	GO:0009279	
AAC75461	d013800745a406ed3e2f821f4a0fb62a	254	SUPERFAMILY	SSF111364		26	254	2.62E-43	T	08-06-2017	IPR018013	Nucleoside-specific channel-forming protein, Tsx-like	GO:0009279	
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	SUPERFAMILY	SSF55653		60	149	1.07E-25	T	08-06-2017	IPR020069	Ribosomal protein L9, C-terminal		
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	PANTHER	PTHR21368:SF23		1	149	5.4E-41	T	08-06-2017
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	Pfam	PF03948	Ribosomal protein L9, C-terminal domain	64	148	2.1E-25	T	08-06-2017	IPR020069	Ribosomal protein L9, C-terminal		
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	PANTHER	PTHR21368		1	149	5.4E-41	T	08-06-2017	IPR000244	Ribosomal protein L9	GO:0003735|GO:0005622|GO:0005840|GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	TIGRFAM	TIGR00158	L9: ribosomal protein bL9	1	149	1.8E-59	T	08-06-2017	IPR020594	Ribosomal protein L9, bacteria/chloroplast	GO:0003735|GO:0005622|GO:0005840|GO:0006412	
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	SUPERFAMILY	SSF55658		1	57	3.31E-19	T	08-06-2017	IPR009027	Ribosomal protein L9/RNase H1, N-terminal		
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	Pfam	PF01281	Ribosomal protein L9, N-terminal domain	1	45	3.1E-22	T	08-06-2017	IPR020070	Ribosomal protein L9, N-terminal		Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276
AAC77160	32db77dafcb2b4bb72dcbe9329a202fe	149	Hamap	MF_00503	50S ribosomal protein L9 [rplI].	1	149	25.632	T	08-06-2017	IPR020594	Ribosomal protein L9, bacteria/chloroplast	GO:0003735|GO:0005622|GO:0005840|GO:0006412	
AAC77134	c75382fff9ecc0ede3bf989eaa3734cf	432	Hamap	MF_00011	Adenylosuccinate synthetase [purA].	1	432	218.673	T	08-06-2017	IPR001114	Adenylosuccinate synthetase	GO:0004019|GO:0005525|GO:0006164	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817
AAC77134	c75382fff9ecc0ede3bf989eaa3734cf	432	PANTHER	PTHR11846:SF6		5	426	9.6E-174	T	08-06-2017
AAC77134	c75382fff9ecc0ede3bf989eaa3734cf	432	SUPERFAMILY	SSF52540		3	431	1.49E-180	T	08-06-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
AAC77134	c75382fff9ecc0ede3bf989eaa3734cf	432	TIGRFAM	TIGR00184	purA: adenylosuccinate synthase	6	430	2.2E-210	T	08-06-2017	IPR001114	Adenylosuccinate synthetase	GO:0004019|GO:0005525|GO:0006164	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817
AAC77134	c75382fff9ecc0ede3bf989eaa3734cf	432	PANTHER	PTHR11846		5	426	9.6E-174	T	08-06-2017	IPR001114	Adenylosuccinate synthetase	GO:0004019|GO:0005525|GO:0006164	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817
AAC77134	c75382fff9ecc0ede3bf989eaa3734cf	432	Pfam	PF00709	Adenylosuccinate synthetase	5	423	1.3E-178	T	08-06-2017	IPR001114	Adenylosuccinate synthetase	GO:0004019|GO:0005525|GO:0006164	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817
AAC77109	37da452fa01d2c4364b959f431abd048	177	SUPERFAMILY	SSF50814		15	176	3.02E-50	T	08-06-2017	IPR012674	Calycin		
AAC77109	37da452fa01d2c4364b959f431abd048	177	PANTHER	PTHR10612:SF27		1	175	7.1E-44	T	08-06-2017
AAC77109	37da452fa01d2c4364b959f431abd048	177	Pfam	PF08212	Lipocalin-like domain	35	174	1.7E-45	T	08-06-2017	IPR000566	Lipocalin/cytosolic fatty-acid binding domain		
AAC77109	37da452fa01d2c4364b959f431abd048	177	PANTHER	PTHR10612		1	175	7.1E-44	T	08-06-2017
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	Pfam	PF14602	Hexapeptide repeat of succinyl-transferase	175	209	6.2E-13	T	08-06-2017	IPR001451	Hexapeptide repeat		
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	PANTHER	PTHR19136:SF87		1	274	9.2E-142	T	08-06-2017
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	SUPERFAMILY	SSF51161		1	256	8.46E-81	T	08-06-2017	IPR011004	Trimeric LpxA-like		
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	Hamap	MF_00811	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [dapD].	1	272	58.63	T	08-06-2017	IPR005664	Tetrahydrodipicolinate N-succinyltransferase, transferase hexapeptide repeat family	GO:0008666|GO:0009089	KEGG: 00300+2.3.1.117
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	Pfam	PF14805	Tetrahydrodipicolinate N-succinyltransferase N-terminal	3	69	5.2E-26	T	08-06-2017	IPR023180	Tetrahydrodipicolinate-N-succinyltransferase, chain A, domain 1		KEGG: 00300+2.3.1.117
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	Pfam	PF00132	Bacterial transferase hexapeptide (six repeats)	133	166	0.0019	T	08-06-2017	IPR001451	Hexapeptide repeat		
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	TIGRFAM	TIGR00965	dapD: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	3	273	1.6E-165	T	08-06-2017	IPR005664	Tetrahydrodipicolinate N-succinyltransferase, transferase hexapeptide repeat family	GO:0008666|GO:0009089	KEGG: 00300+2.3.1.117
AAC73277	456634840ecc8c243e1ffa2773ca7012	274	PANTHER	PTHR19136		1	274	9.2E-142	T	08-06-2017
AAT48123	1074d081a970e24900388928dd262a63	392	PANTHER	PTHR23535		5	392	2.3E-173	T	08-06-2017
AAT48123	1074d081a970e24900388928dd262a63	392	PANTHER	PTHR23535:SF3		5	392	2.3E-173	T	08-06-2017	IPR004750	Sugar efflux	GO:0008643|GO:0015542|GO:0016021	
AAT48123	1074d081a970e24900388928dd262a63	392	TIGRFAM	TIGR00899	2A0120: sugar efflux transporter	17	391	7.8E-182	T	08-06-2017	IPR004750	Sugar efflux	GO:0008643|GO:0015542|GO:0016021	
AAT48123	1074d081a970e24900388928dd262a63	392	SUPERFAMILY	SSF103473		13	388	2.09E-43	T	08-06-2017	IPR020846	Major facilitator superfamily domain		
AAT48123	1074d081a970e24900388928dd262a63	392	Pfam	PF07690	Major Facilitator Superfamily	19	345	2.8E-26	T	08-06-2017	IPR011701	Major facilitator superfamily	GO:0016021|GO:0055085	
AAC75396	54da8f75d4446d58c276021d8a45f9c3	250	SUPERFAMILY	SSF49354		29	147	2.22E-37	T	08-06-2017	IPR008962	PapD-like		
AAC75396	54da8f75d4446d58c276021d8a45f9c3	250	Pfam	PF02753	Pili assembly chaperone PapD, C-terminal domain	171	228	1.2E-9	T	08-06-2017	IPR016148	Pili assembly chaperone, C-terminal		
AAC75396	54da8f75d4446d58c276021d8a45f9c3	250	Pfam	PF00345	Pili and flagellar-assembly chaperone, PapD N-terminal domain	30	147	4.6E-37	T	08-06-2017	IPR016147	Pili assembly chaperone, N-terminal	GO:0030288|GO:0071555	
AAC75396	54da8f75d4446d58c276021d8a45f9c3	250	PANTHER	PTHR30251		1	243	5.1E-151	T	08-06-2017
AAC75396	54da8f75d4446d58c276021d8a45f9c3	250	SUPERFAMILY	SSF49584		155	242	1.24E-22	T	08-06-2017	IPR016148	Pili assembly chaperone, C-terminal		
AAC75396	54da8f75d4446d58c276021d8a45f9c3	250	PANTHER	PTHR30251:SF22		1	243	5.1E-151	T	08-06-2017
AAC76688	11c506f1df10ee6588abb52a3bba1539	588	SUPERFAMILY	SSF51338		333	354	2.38E-15	T	08-06-2017	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810	
AAC76688	11c506f1df10ee6588abb52a3bba1539	588	SUPERFAMILY	SSF51338		22	85	2.38E-15	T	08-06-2017	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810	
AAC76688	11c506f1df10ee6588abb52a3bba1539	588	PANTHER	PTHR11113:SF9		1	587	2.2E-208	T	08-06-2017
AAC76688	11c506f1df10ee6588abb52a3bba1539	588	TIGRFAM	TIGR01178	ade: adenine deaminase	31	584	1.2E-253	T	08-06-2017	IPR006679	Adenine deaminase	GO:0000034|GO:0006146	KEGG: 00230+3.5.4.2|MetaCyc: PWY-6610
AAC76688	11c506f1df10ee6588abb52a3bba1539	588	PANTHER	PTHR11113		1	587	2.2E-208	T	08-06-2017
