scf10_162	06e20c74cc2720105da3c8a3f982aa4d	176	PANTHER	PTHR35008:SF6		7	148	4.2E-27	T	08-06-2017
scf10_162	06e20c74cc2720105da3c8a3f982aa4d	176	Pfam	PF00034	Cytochrome c	32	141	2.9E-4	T	08-06-2017	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037	Reactome: R-HSA-611105
scf10_162	06e20c74cc2720105da3c8a3f982aa4d	176	PANTHER	PTHR35008		7	148	4.2E-27	T	08-06-2017
scf10_162	06e20c74cc2720105da3c8a3f982aa4d	176	SUPERFAMILY	SSF46626		18	155	3.2E-23	T	08-06-2017	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037	Reactome: R-HSA-611105
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	TIGRFAM	TIGR00580	mfd: transcription-repair coupling factor	150	1098	0.0	T	08-06-2017	IPR004576	Transcription-repair coupling factor	GO:0003684|GO:0005524|GO:0006281	
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	SUPERFAMILY	SSF52540		15	355	1.59E-83	T	08-06-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	SUPERFAMILY	SSF141259		493	568	1.57E-18	T	08-06-2017	IPR003711	CarD-like/TRCF domain		
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	SUPERFAMILY	SSF52540		545	804	6.07E-55	T	08-06-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	Pfam	PF00270	DEAD/DEAH box helicase	626	785	2.1E-15	T	08-06-2017	IPR011545	DEAD/DEAH box helicase domain	GO:0003676|GO:0005524	
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	SUPERFAMILY	SSF52540		391	490	1.89E-20	T	08-06-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	Pfam	PF00271	Helicase conserved C-terminal domain	825	929	1.3E-16	T	08-06-2017	IPR001650	Helicase, C-terminal		
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	PANTHER	PTHR14025		478	1107	1.9E-134	T	08-06-2017
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	Pfam	PF02559	CarD-like/TRCF domain	501	594	1.4E-22	T	08-06-2017	IPR003711	CarD-like/TRCF domain		
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	SUPERFAMILY	SSF52540		802	1010	2.27E-43	T	08-06-2017	IPR027417	P-loop containing nucleoside triphosphate hydrolase		
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	PANTHER	PTHR14025:SF25		478	1107	1.9E-134	T	08-06-2017
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	Hamap	MF_00969	Transcription-repair-coupling factor [mfd].	31	1121	27.765	T	08-06-2017	IPR004576	Transcription-repair coupling factor	GO:0003684|GO:0005524|GO:0006281	
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	SUPERFAMILY	SSF143517		1015	1165	6.15E-41	T	08-06-2017
scf9_44	daf9fe8c671e34ea3f455476822bef64	1167	Pfam	PF03461	TRCF domain	1029	1118	1.4E-25	T	08-06-2017	IPR005118	Transcription-repair-coupling factor, C-terminal domain	GO:0006281	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	SUPERFAMILY	SSF51120		488	541	5.76E-11	T	08-06-2017	IPR011049	Serralysin-like metalloprotease, C-terminal		
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	PANTHER	PTHR38340:SF2		303	524	5.9E-33	T	08-06-2017
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	SUPERFAMILY	SSF51120		382	484	5.36E-13	T	08-06-2017	IPR011049	Serralysin-like metalloprotease, C-terminal		
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	PANTHER	PTHR38340		303	524	5.9E-33	T	08-06-2017
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	SUPERFAMILY	SSF51120		104	222	4.58E-21	T	08-06-2017	IPR011049	Serralysin-like metalloprotease, C-terminal		
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	SUPERFAMILY	SSF51120		9	120	2.62E-11	T	08-06-2017	IPR011049	Serralysin-like metalloprotease, C-terminal		
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	SUPERFAMILY	SSF51120		224	371	1.12E-16	T	08-06-2017	IPR011049	Serralysin-like metalloprotease, C-terminal		
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	133	150	0.0017	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	152	168	2.9E-4	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	497	514	5.4E-4	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	225	241	2.0	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	424	440	0.19	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	43	59	0.6	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	242	258	0.019	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	333	349	0.69	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	61	76	0.035	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	407	423	1.2	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf30_1	16a9a95dedc9531febfc423c83e7786a	544	Pfam	PF00353	Haemolysin-type calcium-binding repeat (2 copies)	316	332	0.14	T	08-06-2017	IPR001343	Haemolysin-type calcium-binding repeat	GO:0005509	
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	Hamap	MF_01365_B	50S ribosomal protein L6 [rplF].	1	176	36.88	T	08-06-2017	IPR019906	Ribosomal protein L6, bacterial-type	GO:0003735|GO:0005840|GO:0006412|GO:0019843	
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	SUPERFAMILY	SSF56053		83	177	1.05E-36	T	08-06-2017	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-975956|Reactome: R-HSA-975957
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	PANTHER	PTHR11655:SF21		2	176	5.2E-64	T	08-06-2017	IPR019906	Ribosomal protein L6, bacterial-type	GO:0003735|GO:0005840|GO:0006412|GO:0019843	
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	PANTHER	PTHR11655		2	176	5.2E-64	T	08-06-2017	IPR000702	Ribosomal protein L6	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-975956|Reactome: R-HSA-975957
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	TIGRFAM	TIGR03654	L6_bact: ribosomal protein uL6	2	176	4.9E-71	T	08-06-2017	IPR019906	Ribosomal protein L6, bacterial-type	GO:0003735|GO:0005840|GO:0006412|GO:0019843	
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	SUPERFAMILY	SSF56053		1	82	2.22E-21	T	08-06-2017	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-975956|Reactome: R-HSA-975957
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	Pfam	PF00347	Ribosomal protein L6	91	164	1.8E-20	T	08-06-2017	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-975956|Reactome: R-HSA-975957
scf1_1127	ae8f38e19d1391bf7356ce9abb017eb4	177	Pfam	PF00347	Ribosomal protein L6	11	82	1.3E-13	T	08-06-2017	IPR020040	Ribosomal protein L6, alpha-beta domain	GO:0003735|GO:0005840|GO:0006412|GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-975956|Reactome: R-HSA-975957
scf7_61	34e90484814002db165e00ac0b6db7b7	178	PANTHER	PTHR40255		39	178	1.4E-51	T	08-06-2017
scf7_61	34e90484814002db165e00ac0b6db7b7	178	TIGRFAM	TIGR00701	TIGR00701: TIGR00701 family protein	40	178	1.3E-49	T	08-06-2017	IPR005265	Uncharacterised protein family UPF0093		
scf7_61	34e90484814002db165e00ac0b6db7b7	178	Pfam	PF03653	Uncharacterised protein family (UPF0093)	38	178	2.6E-59	T	08-06-2017	IPR005265	Uncharacterised protein family UPF0093		
scf7_61	34e90484814002db165e00ac0b6db7b7	178	PANTHER	PTHR40255:SF2		39	178	1.4E-51	T	08-06-2017	IPR005265	Uncharacterised protein family UPF0093		
scf3_87	ad1be366aa1af172be73bf49127a84c3	496	PANTHER	PTHR23501		12	479	2.1E-111	T	08-06-2017
scf3_87	ad1be366aa1af172be73bf49127a84c3	496	SUPERFAMILY	SSF103473		10	201	1.96E-66	T	08-06-2017	IPR020846	Major facilitator superfamily domain		
scf3_87	ad1be366aa1af172be73bf49127a84c3	496	SUPERFAMILY	SSF103473		453	483	1.96E-66	T	08-06-2017	IPR020846	Major facilitator superfamily domain		
scf3_87	ad1be366aa1af172be73bf49127a84c3	496	SUPERFAMILY	SSF103473		244	414	1.96E-66	T	08-06-2017	IPR020846	Major facilitator superfamily domain		
scf3_87	ad1be366aa1af172be73bf49127a84c3	496	PANTHER	PTHR23501:SF139		12	479	2.1E-111	T	08-06-2017
scf3_87	ad1be366aa1af172be73bf49127a84c3	496	Pfam	PF07690	Major Facilitator Superfamily	17	405	2.6E-45	T	08-06-2017	IPR011701	Major facilitator superfamily	GO:0016021|GO:0055085	
scf5_139	c3667c426a00d36fa17a233e67ab16fc	703	SUPERFAMILY	SSF82689		576	676	3.92E-15	T	08-06-2017	IPR011066	Mechanosensitive ion channel MscS, C-terminal	GO:0016020	
scf5_139	c3667c426a00d36fa17a233e67ab16fc	703	PANTHER	PTHR30460:SF2		247	682	2.6E-77	T	08-06-2017
scf5_139	c3667c426a00d36fa17a233e67ab16fc	703	PANTHER	PTHR30460		247	682	2.6E-77	T	08-06-2017
